0,3402,802,7554,2082,3,4821,18670,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,120.00,-180.93,-148.78,-0.72,-176.92,-148.95,-120.61,-180.39,-148.04,-119.03,181.05,-148.52,0.97,179.21,-147.46,118.36,180.20,-148.85,-0.51,1.00,1.77,-0.00,0.99,2.06,0.51,0.99,1.78,-0.52,1.00,1.77,-0.01,0.97,2.06,0.52,1.00,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,-20.86,8.94,0.00,0.00,0.00,-4.13,-18.23,13.13,0.00,0.00,0.00,3.62,-18.98,14.99,-0.19,-0.15,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00000000,0.22133781,-36.16054153,-17.08390808,0.00000000,0.00000000,0.00000000,-24.81201935,-34.40674973,-8.61907291,0.00000000,0.00000000,0.00000000,21.75018501,-32.14215851,-4.50656748,0.00000000,0.00000000,0.00000000,0.22133781,-36.16054153,-17.08390808,0.00000000,0.00000000,0.00000000,-24.81201935,-34.40674973,-8.61907291,0.00000000,0.00000000,0.00000000,21.75018501,-32.14215851,-4.50656748,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,1.00,1.77,-0.00,0.99,2.06,0.51,0.99,1.78,-0.52,1.00,1.77,-0.01,0.97,2.06,0.52,1.00,1.78,-0.18,-3.43,1.64,0.00,-0.52,0.22,1.15,-0.15,-0.16,-0.10,-0.46,0.33,-0.98,2.61,-1.36,0.09,-0.47,0.37,2843
1,2239,806,7559,1989,2176,4820,19595,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,120.02,-180.90,-148.64,-0.96,-176.52,-148.91,-120.61,-180.39,-148.04,-118.91,180.86,-148.50,1.22,179.01,-147.52,118.24,180.01,-148.83,-0.51,1.00,1.77,-0.01,1.00,2.06,0.51,0.99,1.78,-0.52,1.00,1.77,-0.01,0.97,2.06,0.52,1.00,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,-13.03,5.33,0.00,0.00,0.00,-2.59,-11.40,7.99,0.00,0.00,0.00,2.28,-11.89,9.15,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00000000,0.13760658,-23.02201843,-11.40081501,0.00000000,0.00000000,0.00000000,-15.52670574,-22.03052711,-6.02747393,0.00000000,0.00000000,0.00000000,13.65277576,-20.67520523,-3.49289083,0.00000000,0.00000000,0.00000000,0.13760658,-23.02201843,-11.40081501,0.00000000,0.00000000,0.00000000,-15.52670574,-22.03052711,-6.02747393,0.00000000,0.00000000,0.00000000,13.65277576,-20.67520523,-3.49289083,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,1.00,1.77,-0.01,1.00,2.06,0.51,0.99,1.78,-0.52,1.00,1.77,-0.01,0.97,2.06,0.52,1.00,1.78,0.03,-0.15,0.08,0.00,-0.85,0.36,0.04,0.12,-0.07,-0.17,-0.74,0.53,-0.08,0.01,-0.01,0.15,-0.77,0.60,2826
2,2277,806,7560,2879,2177,4820,20526,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,121.38,-182.26,-145.95,-0.48,-177.84,-147.73,-119.58,-181.84,-147.22,-118.74,180.20,-148.80,1.68,176.30,-148.66,118.45,180.07,-148.26,-0.51,0.97,1.79,-0.00,0.98,2.07,0.52,0.99,1.78,-0.51,1.00,1.78,-0.01,0.99,2.06,0.52,1.00,1.78,0.00,-0.34,0.14,0.00,-0.12,0.10,0.07,-0.05,0.00,0.00,0.00,0.02,-0.12,0.36,0.00,0.00,-0.05,0.07,0.00,0.00,0.00,0.02,-8.12,2.84,0.00,0.00,0.00,-1.63,-7.13,4.56,0.00,0.00,0.00,1.45,-7.48,5.29,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00000000,0.08429496,-15.23588753,-8.56831455,0.00000000,0.00000000,0.00000000,-9.75614548,-14.84390163,-5.06909895,0.00000000,0.00000000,0.00000000,8.66155910,-14.12400627,-3.56379294,0.00000000,0.00000000,0.00000000,0.08429496,-15.23588753,-8.56831455,0.00000000,0.00000000,0.00000000,-9.75614548,-14.84390163,-5.06909895,0.00000000,0.00000000,0.00000000,8.66155910,-14.12400627,-3.56379294,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,0.97,1.79,-0.00,0.98,2.07,0.52,0.99,1.78,-0.51,1.00,1.78,-0.01,0.99,2.06,0.52,1.00,1.78,0.03,-0.15,0.08,0.00,-1.05,0.43,0.04,0.12,-0.07,-0.21,-0.92,0.64,-0.08,0.02,-0.01,0.18,-0.96,0.74,2846
3,2236,805,7563,1841,2175,4822,19449,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,124.41,-182.99,-142.62,1.20,-177.74,-146.51,-116.78,-183.93,-146.17,-117.83,179.70,-148.26,3.35,175.29,-148.78,118.96,179.85,-147.32,-0.51,0.93,1.81,0.01,0.96,2.08,0.54,0.98,1.78,-0.52,1.00,1.79,-0.02,1.00,2.06,0.51,0.99,1.79,0.02,-1.22,0.60,0.22,-0.60,0.36,0.46,-0.12,0.00,0.00,0.12,0.12,-0.14,0.60,-0.05,0.00,-0.24,0.22,0.00,0.00,0.00,0.01,-5.03,1.22,0.00,0.00,0.00,-1.03,-4.47,2.38,0.00,0.00,0.00,0.93,-4.74,2.84,0.02,0.02,0.00,0.14,0.29,0.00,0.00000000,0.00000000,0.00000000,0.05046507,-10.44555569,-6.95464373,0.00000000,0.00000000,0.00000000,-6.16720486,-10.48997688,-4.64637899,0.00000000,0.00000000,0.00000000,5.56400204,-10.19470596,-3.80530643,0.00000000,0.00000000,0.00000000,0.05046507,-10.44555569,-6.95464373,0.00000000,0.00000000,0.00000000,-6.16720486,-10.48997688,-4.64637899,0.00000000,0.00000000,0.00000000,5.56400204,-10.19470596,-3.80530643,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,0.93,1.81,0.01,0.96,2.08,0.54,0.98,1.78,-0.52,1.00,1.79,-0.02,1.00,2.06,0.51,0.99,1.79,0.02,0.44,-0.20,0.00,-1.18,0.46,-0.14,0.02,0.02,-0.23,-1.03,0.70,0.13,-0.31,0.16,0.21,-1.08,0.81,2856
4,2242,805,7561,1757,2176,4821,19367,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,125.18,-183.49,-141.22,1.21,-178.79,-145.07,-116.18,-184.55,-145.81,-118.70,180.72,-146.43,4.30,175.07,-148.67,119.58,180.47,-145.44,-0.51,0.91,1.81,0.01,0.94,2.09,0.54,0.98,1.78,-0.52,0.98,1.79,-0.03,1.00,2.06,0.52,0.97,1.80,0.12,-1.15,0.60,0.22,-0.65,0.41,0.48,-0.05,0.00,-0.12,-0.34,0.31,-0.34,0.22,0.00,0.00,-0.53,0.38,0.00,0.00,0.00,0.01,-3.06,0.20,0.00,0.00,0.00,-0.65,-2.80,1.02,0.00,0.00,0.00,0.61,-3.03,1.33,0.02,0.00,0.00,0.08,0.05,0.00,0.00000000,0.00000000,0.00000000,0.02903561,-7.40763330,-5.92154932,0.00000000,0.00000000,0.00000000,-3.93207407,-7.76669025,-4.39918709,0.00000000,0.00000000,0.00000000,3.63134098,-7.75173569,-3.98683357,0.00000000,0.00000000,0.00000000,0.02903561,-7.40763330,-5.92154932,0.00000000,0.00000000,0.00000000,-3.93207407,-7.76669025,-4.39918709,0.00000000,0.00000000,0.00000000,3.63134098,-7.75173569,-3.98683357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,0.91,1.81,0.01,0.94,2.09,0.54,0.98,1.78,-0.52,0.98,1.79,-0.03,1.00,2.06,0.52,0.97,1.80,0.07,0.32,-0.14,0.00,-1.25,0.46,-0.12,0.19,-0.08,-0.25,-1.10,0.73,0.05,-0.34,0.17,0.22,-1.15,0.84,2857
5,2250,804,7568,1666,2175,4823,19293,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,124.58,-184.13,-140.86,0.97,-180.03,-143.87,-116.73,-185.17,-145.29,-119.94,181.70,-144.53,4.30,174.87,-148.57,120.83,181.39,-143.39,-0.51,0.91,1.81,0.01,0.93,2.10,0.54,0.98,1.78,-0.52,0.96,1.80,-0.03,1.00,2.07,0.52,0.94,1.81,-0.02,-0.48,0.24,0.00,-0.74,0.36,0.22,-0.10,0.00,0.00,-0.67,0.26,-0.14,0.05,0.05,0.02,-0.77,0.41,0.00,0.00,0.00,0.00,-1.80,-0.43,0.00,0.00,0.00,-0.42,-1.76,0.19,0.00,0.00,0.00,0.41,-1.96,0.40,0.02,0.00,0.00,0.07,-0.01,0.00,0.00000000,0.00000000,0.00000000,0.01547669,-5.43191528,-5.20404768,0.00000000,0.00000000,0.00000000,-2.53772807,-6.02236938,-4.21800232,0.00000000,0.00000000,0.00000000,2.42076468,-6.19392633,-4.08506966,0.00000000,0.00000000,0.00000000,0.01547669,-5.43191528,-5.20404768,0.00000000,0.00000000,0.00000000,-2.53772807,-6.02236938,-4.21800232,0.00000000,0.00000000,0.00000000,2.42076468,-6.19392633,-4.08506966,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,0.91,1.81,0.01,0.93,2.10,0.54,0.98,1.78,-0.52,0.96,1.80,-0.03,1.00,2.07,0.52,0.94,1.81,0.08,0.32,-0.13,0.00,-1.30,0.45,-0.12,0.24,-0.11,-0.26,-1.14,0.73,0.03,-0.37,0.18,0.23,-1.20,0.85,2851
6,2256,806,7560,1587,2178,4820,19213,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,123.52,-185.55,-140.00,0.73,-180.71,-143.01,-116.73,-185.17,-145.29,-119.98,181.74,-142.07,4.75,174.25,-148.27,121.10,182.28,-140.78,-0.52,0.91,1.81,0.00,0.91,2.10,0.54,0.98,1.78,-0.52,0.93,1.83,-0.03,1.00,2.07,0.52,0.92,1.83,-0.19,-0.22,0.05,-0.02,-0.62,0.29,0.07,-0.12,0.00,-0.05,-0.86,0.58,-0.07,0.00,0.10,0.07,-0.91,0.46,0.00,0.00,0.00,0.00,-0.97,-0.81,0.00,0.00,0.00,-0.28,-1.09,-0.31,0.00,0.00,0.00,0.28,-1.29,-0.17,0.02,0.01,0.00,0.04,0.13,0.00,0.00000000,0.00000000,0.00000000,0.00690540,-4.11609888,-4.67995882,0.00000000,0.00000000,0.00000000,-1.66595209,-4.88324738,-4.07288218,0.00000000,0.00000000,0.00000000,1.66026068,-5.18215322,-4.12591219,0.00000000,0.00000000,0.00000000,0.00690540,-4.11609888,-4.67995882,0.00000000,0.00000000,0.00000000,-1.66595209,-4.88324738,-4.07288218,0.00000000,0.00000000,0.00000000,1.66026068,-5.18215322,-4.12591219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52,0.91,1.81,0.00,0.91,2.10,0.54,0.98,1.78,-0.52,0.93,1.83,-0.03,1.00,2.07,0.52,0.92,1.83,0.04,0.45,-0.21,0.00,-1.32,0.43,-0.16,0.10,-0.03,-0.27,-1.17,0.72,0.12,-0.33,0.15,0.24,-1.23,0.85,2871
7,2270,806,7569,2445,2176,4820,20091,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,122.85,-185.33,-140.48,0.49,-183.43,-141.56,-116.99,-185.51,-145.18,-119.54,182.98,-138.95,5.92,173.79,-147.75,120.70,181.77,-138.58,-0.52,0.91,1.81,0.00,0.89,2.11,0.54,0.98,1.78,-0.53,0.91,1.85,-0.04,1.00,2.08,0.52,0.90,1.85,-0.24,-0.02,0.00,-0.05,-0.74,0.26,0.00,-0.05,-0.02,-0.17,-1.01,0.74,-0.19,-0.05,0.19,0.10,-0.98,0.77,0.00,0.00,0.00,0.00,-0.42,-1.05,0.00,0.00,0.00,-0.19,-0.67,-0.62,0.00,0.00,0.00,0.20,-0.87,-0.51,0.02,0.02,0.00,0.04,0.18,0.00,0.00000000,0.00000000,0.00000000,0.00149079,-3.21646523,-4.28418875,0.00000000,0.00000000,0.00000000,-1.11916232,-4.12528419,-3.95601392,0.00000000,0.00000000,0.00000000,1.18131995,-4.51498079,-4.13725138,0.00000000,0.00000000,0.00000000,0.00149079,-3.21646523,-4.28418875,0.00000000,0.00000000,0.00000000,-1.11916232,-4.12528419,-3.95601392,0.00000000,0.00000000,0.00000000,1.18131995,-4.51498079,-4.13725138,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52,0.91,1.81,0.00,0.89,2.11,0.54,0.98,1.78,-0.53,0.91,1.85,-0.04,1.00,2.08,0.52,0.90,1.85,0.03,0.54,-0.26,0.00,-1.33,0.41,-0.18,0.04,0.01,-0.27,-1.19,0.71,0.16,-0.33,0.14,0.24,-1.26,0.83,2848
8,2267,804,7561,2375,2180,4821,20015,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,122.68,-184.74,-140.96,-0.00,-188.16,-140.50,-117.72,-185.58,-145.36,-119.43,184.66,-135.72,5.89,173.36,-146.94,120.35,182.52,-135.39,-0.52,0.92,1.81,0.00,0.86,2.10,0.54,0.98,1.77,-0.54,0.87,1.86,-0.04,0.99,2.09,0.53,0.87,1.88,-0.05,0.14,-0.02,-0.10,-1.03,-0.10,-0.07,0.00,-0.05,-0.29,-1.15,0.74,-0.19,-0.12,0.26,0.17,-0.89,0.86,0.00,0.00,0.00,-0.00,-0.04,-1.19,0.00,0.00,0.00,-0.13,-0.40,-0.81,0.00,0.00,0.00,0.15,-0.61,-0.71,0.02,0.02,0.00,0.02,0.17,0.00,0.00000000,0.00000000,0.00000000,-0.00192787,-2.58143997,-3.97684789,0.00000000,0.00000000,0.00000000,-0.77456939,-3.60982251,-3.86408615,0.00000000,0.00000000,0.00000000,0.87892479,-4.06807947,-4.13832378,0.00000000,0.00000000,0.00000000,-0.00192787,-2.58143997,-3.97684789,0.00000000,0.00000000,0.00000000,-0.77456939,-3.60982251,-3.86408615,0.00000000,0.00000000,0.00000000,0.87892479,-4.06807947,-4.13832378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52,0.92,1.81,0.00,0.86,2.10,0.54,0.98,1.77,-0.54,0.87,1.86,-0.04,0.99,2.09,0.53,0.87,1.88,0.03,0.59,-0.29,0.00,-1.33,0.38,-0.20,0.02,0.02,-0.28,-1.20,0.69,0.18,-0.33,0.12,0.25,-1.27,0.82,2847
9,2240,805,7565,1330,2175,4822,18947,4,1,4,1,4,1,4,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,5,5,1,2,2,3,3,4,122.13,-184.70,-141.45,-0.25,-189.59,-137.93,-118.45,-185.64,-145.55,-119.75,185.46,-132.83,4.93,173.34,-146.19,120.46,183.78,-131.82,-0.52,0.92,1.81,-0.00,0.82,2.12,0.53,0.98,1.77,-0.54,0.85,1.88,-0.03,0.98,2.09,0.54,0.83,1.90,0.00,0.19,-0.05,-0.07,-1.20,0.17,-0.10,0.00,-0.10,-0.29,-1.18,0.70,0.07,-0.22,0.29,0.26,-1.22,0.86,0.00,0.00,0.00,-0.00,0.22,-1.29,0.00,0.00,0.00,-0.09,-0.22,-0.92,0.00,0.00,0.00,0.11,-0.43,-0.84,0.01,0.01,0.00,-0.10,-0.02,0.00,0.00000000,0.00000000,0.00000000,-0.00408611,-2.11514378,-3.73084450,0.00000000,0.00000000,0.00000000,-0.55585760,-3.24934554,-3.79392409,0.00000000,0.00000000,0.00000000,0.68743175,-3.76288390,-4.14013481,0.00000000,0.00000000,0.00000000,-0.00408611,-2.11514378,-3.73084450,0.00000000,0.00000000,0.00000000,-0.55585760,-3.24934554,-3.79392409,0.00000000,0.00000000,0.00000000,0.68743175,-3.76288390,-4.14013481,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52,0.92,1.81,-0.00,0.82,2.12,0.53,0.98,1.77,-0.54,0.85,1.88,-0.03,0.98,2.09,0.54,0.83,1.90,0.01,0.28,-0.12,0.00,-1.33,0.34,-0.10,0.02,0.01,-0.28,-1.20,0.67,0.09,-0.10,-0.00,0.25,-1.28,0.79,2853
